timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,soil,pump,ac_energy,ac_duration,heater_energy,heater_duration,lights_energy,lights_duration,laundry_energy,laundry_duration,fan_energy,fan_duration,pump_duration
2020-04-18 12:00:00,off,off,off,29.0,cool,off,off,24.9,59.3,0.0067,spring,2201,on,7.69,57.6,5.52,18.3,2.47,87.5,39.62,59.2,4.46,215.7,1
2020-04-18 14:00:00,off,off,off,24.0,cool,off,off,24.4,36.2,88.4,spring,2269,on,27.56,171.9,5.04,17.3,2.1,71.9,36.16,64.9,3.12,93.9,1
2020-04-18 18:00:00,off,on,off,23.0,heat,on,off,20.5,81.0,0.0007,spring,2300,on,9.24,83.8,5.71,23.8,5.62,62.7,37.8,112.0,2.95,112.6,1
2020-04-18 20:00:00,on,off,on,22.0,heat,off,on,18.1,56.0,0.0054,spring,2201,on,26.14,136.4,5.43,13.5,14.28,211.9,20.46,56.1,2.66,115.6,1
2020-04-19 08:00:00,off,on,off,19.0,heat,off,off,22.6,17.2,72.4,spring,2212,on,10.13,51.4,6.23,12.3,8.82,54.1,31.14,38.2,2.53,105.9,1
2020-04-19 12:00:00,off,off,on,20.0,heat,on,off,19.8,8.8,0.0079,spring,2215,on,13.67,83.0,6.42,14.6,4.76,65.4,16.17,66.6,4.23,235.8,1
2020-04-19 14:00:00,off,on,off,22.0,heat,off,off,21.2,9.8,64.3,spring,2220,on,17.65,90.3,7.95,26.4,7.49,105.6,37.68,83.8,3.49,103.8,1
2020-04-19 18:00:00,off,off,off,19.0,cool,on,off,23.7,24.5,0.0058,spring,2218,on,11.63,90.0,9.42,25.7,2.29,68.2,28.93,49.9,3.03,94.1,1
2020-04-19 20:00:00,on,on,off,19.0,heat,off,on,22.2,52.7,0.0078,spring,2290,on,20.88,97.8,5.58,13.4,16.7,182.4,10.68,178.9,2.18,102.3,1
2020-04-20 08:00:00,off,on,on,19.0,heat,off,off,18.0,81.4,72.9,spring,2252,on,11.21,47.3,6.35,24.1,4.83,50.7,39.35,54.3,3.45,66.7,1
2020-04-20 12:00:00,off,off,on,24.0,heat,on,off,20.0,88.6,0.0078,spring,2277,on,11.96,69.8,8.66,14.7,9.33,53.5,37.22,111.8,5.83,213.2,1
2020-04-20 14:00:00,off,off,on,21.0,heat,on,off,19.0,10.4,96.3,spring,2206,on,17.7,97.3,6.02,25.0,5.91,111.9,32.5,134.3,2.98,72.7,1
2020-04-20 18:00:00,off,off,off,17.0,heat,on,off,21.2,49.3,0.0095,spring,2236,on,9.92,64.3,6.98,14.4,3.89,48.1,15.44,90.7,3.06,88.3,1
2020-04-20 20:00:00,on,off,off,27.0,cool,on,on,23.4,50.0,0.0017,spring,2274,on,28.67,150.4,7.13,22.3,11.59,295.9,21.52,62.3,2.72,89.0,1
2020-04-21 08:00:00,off,off,on,21.0,heat,off,off,18.9,63.4,42.1,spring,2256,on,11.42,79.0,8.98,28.6,4.51,49.9,35.63,113.3,3.2,76.4,1
2020-04-21 12:00:00,off,off,off,27.0,heat,on,off,22.5,84.0,0.0063,spring,2222,on,12.32,73.0,7.14,26.6,2.76,91.1,16.76,32.1,5.02,185.3,1
2020-04-21 14:00:00,off,on,on,19.0,heat,on,off,18.7,36.9,40.2,spring,2234,on,20.59,142.6,5.78,23.1,4.2,103.5,15.69,145.4,2.06,96.5,1
2020-04-21 18:00:00,off,on,off,25.0,cool,off,off,24.0,25.3,11.1,spring,2218,on,9.03,67.8,6.57,27.8,6.76,36.3,37.67,114.8,2.65,106.2,1
2020-04-21 20:00:00,on,off,off,22.0,cool,on,on,24.7,98.3,0.0021,spring,2269,on,20.85,158.6,5.92,23.6,10.96,188.1,11.36,107.5,2.47,84.8,1
2020-04-22 08:00:00,off,on,off,25.0,cool,on,off,24.0,94.5,54.2,spring,2209,on,9.42,57.1,6.39,16.2,6.8,64.3,17.42,110.8,2.9,108.4,1
2020-04-22 12:00:00,off,off,off,22.0,cool,on,off,24.2,63.1,0.0029,spring,2218,on,11.83,85.5,5.22,19.6,5.08,68.2,30.78,50.7,6.28,199.9,1
2020-04-22 14:00:00,off,off,on,20.0,heat,on,off,19.4,85.9,33.1,spring,2270,on,16.17,151.8,6.72,28.2,6.2,117.2,16.78,148.9,3.76,113.9,1
2020-04-22 18:00:00,off,off,off,25.0,heat,on,off,22.2,30.5,0.0057,spring,2288,on,13.88,77.5,6.44,28.0,8.12,79.1,25.97,81.8,2.47,94.7,1
2020-04-22 20:00:00,on,off,off,19.0,heat,off,on,22.9,53.7,0.0094,spring,2286,on,18.31,112.4,7.39,15.0,16.01,284.1,38.25,125.8,2.38,84.1,1
2020-04-23 08:00:00,off,off,off,22.0,heat,off,off,22.2,8.1,40.6,spring,2297,on,9.4,83.7,5.89,13.3,3.76,91.4,33.78,111.2,3.3,77.5,1
2020-04-23 12:00:00,off,off,off,22.0,heat,off,off,20.4,14.5,0.006,spring,2239,on,10.82,58.4,7.22,18.8,6.03,88.3,18.96,111.8,6.44,202.4,1
2020-04-23 14:00:00,off,on,off,20.0,cool,off,off,23.1,91.1,50.1,spring,2292,on,22.32,170.9,8.42,16.0,8.62,49.1,36.9,56.7,2.48,68.7,1
2020-04-23 18:00:00,off,on,off,26.0,heat,on,off,21.5,94.6,0.0061,spring,2215,on,7.65,61.9,5.38,11.5,9.74,76.1,30.25,45.5,3.19,113.2,1
2020-04-23 20:00:00,on,on,off,20.0,heat,off,on,22.2,83.0,0.0065,spring,2200,on,24.35,129.7,8.7,13.0,15.72,284.7,26.54,57.2,2.4,91.2,1
2020-04-24 08:00:00,off,off,on,24.0,heat,on,off,19.8,19.6,23.3,spring,2263,on,14.68,49.3,6.34,18.5,9.09,105.1,28.45,138.4,2.51,90.5,1
2020-04-24 12:00:00,off,on,off,25.0,cool,on,off,24.0,8.5,16.4,spring,2284,on,7.53,66.8,9.24,28.3,5.83,79.4,19.56,158.7,4.24,187.0,1
2020-04-24 14:00:00,off,off,off,26.0,cool,off,off,23.8,92.7,22.4,spring,2216,on,29.87,90.8,9.3,24.1,9.29,34.1,31.07,100.9,2.38,105.8,1
2020-04-24 18:00:00,off,on,off,18.0,heat,on,off,21.8,2.5,0.0051,spring,2252,on,9.22,59.6,7.71,15.2,9.15,94.9,10.99,164.1,2.29,74.2,1
2020-04-24 20:00:00,on,on,off,25.0,heat,off,on,20.9,32.0,0.0007,spring,2288,on,24.72,129.8,7.55,17.4,18.67,259.4,39.16,71.8,3.96,78.0,1
2020-04-25 08:00:00,off,on,off,20.0,heat,on,off,20.3,35.2,60.4,spring,2259,on,11.49,55.7,6.99,23.2,4.38,84.0,37.06,48.6,3.65,87.1,1
2020-04-25 12:00:00,off,on,off,19.0,heat,on,off,20.5,21.5,0.0005,spring,2264,on,10.66,57.1,7.35,26.0,5.01,117.7,28.56,140.0,4.89,221.5,1
2020-04-25 14:00:00,off,on,on,19.0,heat,on,off,18.6,74.4,24.1,spring,2216,on,19.76,131.9,5.06,25.4,5.41,65.3,25.21,169.1,3.11,88.3,1
2020-04-25 18:00:00,off,off,off,23.0,heat,off,off,21.2,72.1,0.0,spring,2272,on,10.01,66.1,8.76,24.5,8.63,98.0,23.34,71.3,2.44,78.2,1
2020-04-25 20:00:00,on,on,on,23.0,heat,off,on,19.9,34.1,0.002,spring,2263,on,19.01,155.4,8.78,24.0,16.41,285.2,23.94,60.1,3.7,91.5,1
2020-04-26 08:00:00,off,on,off,25.0,heat,on,off,21.4,5.6,94.5,spring,2236,on,14.78,61.3,5.93,21.5,9.16,92.2,17.03,81.3,3.02,92.5,1
2020-04-26 12:00:00,off,off,on,17.0,heat,on,off,19.3,6.1,0.0003,spring,2276,on,12.91,62.8,6.7,14.6,2.65,101.2,29.67,160.5,4.15,238.5,1
2020-04-26 14:00:00,off,off,on,22.0,heat,off,off,19.3,51.3,83.1,spring,2215,on,22.06,139.8,9.41,15.0,6.19,76.4,18.36,152.1,3.63,77.1,1
2020-04-26 18:00:00,off,off,on,17.0,heat,off,off,19.3,9.9,0.0083,spring,2273,on,14.33,58.7,9.11,25.5,9.12,81.3,29.55,92.7,2.81,93.7,1
2020-04-26 20:00:00,on,on,off,27.0,cool,on,on,24.4,54.1,0.0041,spring,2277,on,28.34,110.0,9.05,27.3,13.4,225.8,23.0,168.8,3.72,101.2,1
2020-04-27 08:00:00,off,on,on,17.0,heat,off,off,18.3,30.3,61.6,spring,2225,on,12.01,57.3,5.87,11.2,2.7,68.0,13.77,158.9,2.01,89.0,1
2020-04-27 12:00:00,off,on,on,19.0,heat,off,off,18.4,68.4,0.0017,spring,2212,on,13.59,71.5,5.84,26.4,8.96,106.9,35.91,54.1,5.01,235.3,1
2020-04-27 14:00:00,off,off,off,21.0,cool,on,off,24.8,82.4,57.9,spring,2234,on,17.88,125.8,9.03,29.7,5.53,50.5,28.9,172.4,3.56,73.4,1
2020-04-27 18:00:00,off,off,off,25.0,cool,off,off,24.7,73.1,0.0076,spring,2219,on,13.61,88.8,6.32,22.0,8.9,101.4,19.34,133.5,2.62,112.7,1
2020-04-27 20:00:00,on,off,off,20.0,cool,on,on,23.6,74.8,0.0027,spring,2205,on,18.66,102.2,8.72,27.5,15.73,237.9,11.92,178.8,3.73,112.8,1
2020-04-28 08:00:00,off,off,on,20.0,heat,off,off,20.0,91.7,68.0,spring,2215,on,7.71,66.6,9.23,20.6,8.81,64.1,30.03,74.3,2.64,111.8,1
2020-04-28 12:00:00,off,off,on,19.0,heat,on,off,19.3,65.5,0.0053,spring,2243,on,11.9,75.3,7.34,28.3,6.84,104.4,17.63,169.9,5.98,188.3,1
2020-04-28 14:00:00,off,on,off,28.0,cool,off,off,23.9,98.5,35.2,spring,2244,on,20.32,144.8,8.78,22.3,4.67,74.2,38.08,170.0,4.0,89.3,1
2020-04-28 18:00:00,off,off,off,17.0,heat,off,off,21.1,38.3,0.0049,spring,2205,on,7.81,52.3,9.23,23.6,4.63,51.9,10.24,131.0,2.28,65.3,1
2020-04-28 20:00:00,on,on,on,22.0,heat,off,on,19.9,49.0,0.0031,spring,2281,on,29.91,109.0,5.68,23.0,14.79,291.3,22.37,141.8,2.09,114.8,1
2020-04-29 08:00:00,off,off,off,23.0,cool,off,off,23.3,84.8,64.2,spring,2227,on,7.77,57.1,6.69,19.1,8.89,120.0,19.26,63.7,2.88,80.8,1
2020-04-29 12:00:00,off,off,off,20.0,heat,on,off,23.0,16.2,0.005,spring,2276,on,7.7,59.8,5.63,11.4,7.24,62.7,22.28,163.6,4.71,208.9,1
2020-04-29 14:00:00,off,off,off,29.0,cool,on,off,24.5,40.2,57.9,spring,2228,on,19.26,92.0,8.65,15.6,5.76,98.7,34.85,139.5,2.63,74.6,1
2020-04-29 18:00:00,off,off,off,16.0,heat,on,off,20.4,17.7,1.5,spring,2295,on,14.64,58.0,7.22,26.9,6.09,106.2,19.89,41.7,2.07,71.9,1
2020-04-29 20:00:00,on,on,off,21.0,heat,off,on,21.5,80.0,0.0044,spring,2295,on,15.72,145.4,7.98,14.0,10.15,198.5,10.73,113.1,2.7,65.4,1
2020-04-30 08:00:00,off,off,off,24.0,cool,on,off,23.8,68.8,91.6,spring,2218,on,10.92,82.9,8.16,23.1,8.58,65.0,12.13,129.8,2.87,88.4,1
2020-04-30 12:00:00,off,off,off,27.0,cool,off,off,23.3,50.8,0.0027,spring,2221,on,8.44,83.0,8.64,12.4,5.66,51.0,28.04,100.9,4.23,180.4,1
2020-04-30 14:00:00,off,on,off,27.0,cool,on,off,23.2,37.0,86.7,spring,2259,on,29.56,159.8,8.25,20.6,3.65,49.4,25.65,162.9,2.64,118.3,1
2020-04-30 18:00:00,off,off,off,23.0,heat,off,off,22.1,74.3,0.0007,spring,2238,on,11.69,80.8,6.66,14.8,6.03,55.5,33.03,108.3,3.27,106.5,1
2020-04-30 20:00:00,on,off,off,17.0,heat,off,off,20.7,64.8,3.0,spring,2289,on,16.9,164.3,7.29,28.6,15.16,186.3,10.37,132.8,3.55,102.1,1
2020-05-01 08:00:00,off,off,off,24.0,heat,off,off,22.1,49.6,20.1,spring,2268,on,7.63,72.5,7.62,28.8,9.45,77.7,33.02,73.3,3.85,115.1,1
2020-05-01 12:00:00,off,on,off,28.0,cool,off,off,24.8,4.4,4.8,spring,2228,on,12.19,55.9,6.06,28.5,3.08,67.5,20.61,169.1,5.73,181.8,1
2020-05-01 14:00:00,off,off,off,24.0,heat,on,off,22.2,46.4,77.1,spring,2236,on,22.49,95.1,7.5,22.8,3.58,49.1,38.7,157.5,2.53,94.2,1
2020-05-01 18:00:00,off,off,off,17.0,heat,on,off,21.0,76.0,0.0024,spring,2264,on,8.75,73.2,7.85,26.2,2.78,54.2,33.21,165.9,3.49,88.3,1
2020-05-01 20:00:00,on,off,off,21.0,heat,on,on,23.0,25.9,0.0012,spring,2297,on,20.89,95.2,5.08,25.2,18.51,290.6,23.33,60.3,2.56,72.3,1
2020-05-02 08:00:00,off,off,off,18.0,heat,off,off,21.2,68.6,38.5,spring,2216,on,13.77,60.3,9.59,25.8,7.73,110.6,32.8,160.1,2.64,106.1,1
2020-05-02 12:00:00,off,on,off,17.0,heat,off,off,21.2,97.9,0.007,spring,2246,on,10.57,55.0,7.35,22.4,9.57,83.3,39.35,73.7,4.96,180.8,1
2020-05-02 14:00:00,off,on,off,20.0,cool,off,off,23.1,43.5,73.5,spring,2206,on,28.99,166.4,6.54,17.5,4.78,54.2,24.19,178.9,3.3,78.3,1
2020-05-02 18:00:00,off,off,off,22.0,heat,off,off,21.9,2.9,0.0006,spring,2296,on,11.16,64.4,9.23,26.5,9.59,60.9,23.31,34.6,3.28,115.0,1
2020-05-02 20:00:00,on,off,off,22.0,heat,off,on,20.7,6.5,0.0074,spring,2238,on,29.87,98.4,7.26,22.5,12.38,197.6,35.67,169.2,3.97,61.2,1
2020-05-03 08:00:00,off,on,on,20.0,heat,on,off,18.6,24.7,44.4,spring,2222,on,14.94,76.0,9.41,12.7,5.53,33.3,14.22,129.0,3.61,63.7,1
2020-05-03 12:00:00,off,off,off,26.0,cool,on,off,24.6,21.0,0.0013,spring,2288,on,10.82,51.9,9.22,11.7,9.0,99.8,35.76,135.4,6.92,211.5,1
2020-05-03 14:00:00,off,off,off,22.0,heat,on,off,21.2,97.3,24.6,spring,2273,on,27.68,138.9,9.76,23.3,7.1,109.3,24.52,37.7,2.9,103.6,1
2020-05-03 18:00:00,off,on,on,21.0,heat,on,off,19.5,74.7,0.0044,spring,2211,on,8.24,50.3,7.45,11.0,4.18,106.6,15.68,122.0,3.84,108.1,1
2020-05-03 20:00:00,on,on,off,25.0,heat,off,off,22.8,62.4,12.4,spring,2273,on,23.22,105.7,5.93,14.9,18.55,197.2,21.54,30.9,3.81,112.2,1
2020-05-04 08:00:00,off,off,off,29.0,cool,off,off,23.8,58.5,34.6,spring,2251,on,13.26,47.0,7.67,25.0,5.42,46.2,17.08,164.3,2.26,119.0,1
2020-05-04 12:00:00,off,on,off,22.0,heat,off,off,23.0,96.2,0.0089,spring,2202,on,13.99,60.0,7.91,11.8,2.98,71.9,24.77,109.7,6.35,181.2,1
2020-05-04 14:00:00,off,off,on,17.0,heat,off,off,18.2,28.3,64.4,spring,2234,on,19.5,140.3,9.05,16.7,6.51,35.9,11.22,109.6,3.59,88.0,1
2020-05-04 18:00:00,off,off,off,21.0,cool,on,off,23.5,33.9,0.0048,spring,2268,on,12.05,46.6,7.79,16.1,6.23,101.3,17.94,108.4,3.02,85.3,1
2020-05-04 20:00:00,on,on,off,23.0,heat,on,on,20.6,80.3,0.0092,spring,2250,on,19.34,120.4,8.15,22.5,17.84,190.5,28.44,110.4,3.19,88.6,1
2020-05-05 08:00:00,off,off,on,21.0,heat,off,off,18.2,94.0,68.0,spring,2263,on,14.02,55.1,5.6,23.6,3.19,80.6,15.44,157.4,3.25,115.9,1
2020-05-05 12:00:00,off,on,on,22.0,heat,off,off,19.6,52.7,19.7,spring,2293,on,12.82,61.6,5.76,18.4,4.8,83.4,29.73,155.0,6.82,229.6,1
2020-05-05 14:00:00,off,off,off,20.0,heat,on,off,22.1,35.3,75.1,spring,2224,on,28.62,141.4,8.42,28.3,3.57,118.3,24.43,101.1,2.4,118.3,1
2020-05-05 18:00:00,off,off,off,21.0,heat,off,off,20.2,1.1,0.004,spring,2276,on,12.66,74.0,5.0,23.9,3.46,55.8,30.68,34.2,2.02,116.2,1
2020-05-05 20:00:00,on,on,off,25.0,heat,off,on,23.0,27.4,0.0078,spring,2295,on,26.32,150.4,5.84,24.2,18.42,287.9,10.02,90.1,2.6,107.2,1
2020-05-06 08:00:00,off,on,off,22.0,heat,off,off,20.4,45.0,24.5,spring,2268,on,7.82,59.9,5.19,13.5,3.46,58.8,28.94,104.9,2.88,73.8,1
2020-05-06 12:00:00,off,on,on,23.0,heat,off,off,18.3,11.6,0.1,spring,2206,on,10.45,89.8,7.47,22.8,9.71,95.1,15.29,136.2,6.76,192.8,1
2020-05-06 14:00:00,off,on,off,25.0,cool,on,off,24.5,79.6,91.2,spring,2225,on,27.67,171.1,7.23,27.8,7.92,71.3,17.12,162.9,2.26,108.6,1
2020-05-06 18:00:00,off,off,on,19.0,heat,off,off,18.7,8.8,0.0035,spring,2227,on,10.21,89.0,5.66,11.8,4.6,92.7,16.02,164.5,3.18,106.9,1
2020-05-06 20:00:00,on,on,off,24.0,heat,off,on,20.1,15.5,0.0096,spring,2255,on,23.8,143.6,6.5,24.3,14.07,296.4,15.74,48.5,3.37,72.0,1
2020-05-07 08:00:00,off,off,off,18.0,heat,off,off,21.2,8.8,33.2,spring,2288,on,8.74,60.8,9.82,17.2,7.5,119.3,38.65,40.5,2.39,84.0,1
2020-05-07 12:00:00,off,on,off,21.0,cool,off,off,25.0,84.8,0.0004,spring,2204,on,13.3,87.1,6.74,25.2,5.94,47.9,15.6,154.6,6.75,223.8,1
2020-05-07 14:00:00,off,off,off,19.0,heat,off,off,22.6,75.8,23.5,spring,2213,on,21.95,113.9,6.81,23.3,5.73,57.2,12.24,54.2,2.72,78.7,1
2020-05-07 18:00:00,off,off,off,20.0,heat,off,off,20.3,21.7,0.0048,spring,2291,on,14.94,49.1,5.15,28.1,9.5,79.4,26.91,134.3,3.02,116.5,1
2020-05-07 20:00:00,on,on,on,20.0,heat,off,on,18.3,53.1,0.0024,spring,2207,on,27.09,140.0,7.71,18.5,14.4,244.2,21.36,33.6,2.51,71.6,1
2020-05-08 08:00:00,off,on,off,26.0,cool,off,off,23.7,86.9,44.7,spring,2285,on,8.28,67.3,9.34,12.1,9.96,117.5,35.25,117.3,3.24,64.7,1
2020-05-08 12:00:00,off,on,off,26.0,heat,off,off,21.3,40.9,0.0047,spring,2295,on,13.14,82.7,6.34,13.2,6.09,49.3,36.32,118.0,6.0,235.8,1
2020-05-08 14:00:00,off,off,off,26.0,cool,on,off,24.6,37.1,100.0,spring,2217,on,18.74,90.2,7.28,17.4,8.67,119.8,19.65,134.3,3.39,110.8,1
2020-05-08 18:00:00,off,on,off,27.0,cool,on,off,24.9,41.0,0.0019,spring,2209,on,12.04,56.7,5.83,17.3,6.15,57.6,35.45,42.7,2.2,72.4,1
2020-05-08 20:00:00,on,on,off,25.0,cool,on,on,24.0,48.8,0.0058,spring,2265,on,15.25,125.7,8.56,11.8,13.61,229.1,10.5,74.8,3.28,114.3,1
2020-05-09 08:00:00,off,off,on,20.0,heat,off,off,19.6,78.4,40.9,spring,2279,on,11.38,45.6,9.23,27.0,3.77,71.2,39.64,158.6,2.77,91.0,1
2020-05-09 12:00:00,off,off,on,20.0,heat,off,off,18.2,19.8,0.0037,spring,2228,on,8.82,75.2,6.41,20.7,4.74,36.4,12.47,109.8,6.29,180.2,1
2020-05-09 14:00:00,off,off,on,21.0,heat,off,off,18.9,53.4,20.8,spring,2266,on,27.88,92.9,7.06,26.7,8.39,106.3,26.79,137.7,2.85,119.1,1
2020-05-09 18:00:00,off,on,off,22.0,heat,off,off,22.2,83.2,0.0077,spring,2244,on,11.94,46.2,8.35,24.1,2.42,66.7,26.6,66.1,2.68,111.9,1
2020-05-09 20:00:00,on,on,on,19.0,heat,off,on,18.8,46.2,0.0078,spring,2234,on,25.12,128.0,6.1,25.9,10.9,211.1,35.3,75.6,3.19,81.7,1
2020-05-10 08:00:00,off,off,off,23.0,cool,off,off,23.3,49.7,95.1,spring,2286,on,12.57,71.6,7.34,12.9,5.84,74.4,27.46,94.7,3.49,118.8,1
2020-05-10 12:00:00,off,off,on,16.0,heat,off,off,19.0,58.7,0.0069,spring,2200,on,8.29,89.1,9.01,24.3,6.14,112.8,26.0,31.1,6.15,238.5,1
2020-05-10 14:00:00,off,off,off,28.0,cool,off,off,24.7,68.8,33.9,spring,2250,on,23.47,178.0,9.65,14.8,6.39,76.9,18.33,160.8,3.62,110.1,1
2020-05-10 18:00:00,off,on,on,24.0,heat,off,off,18.9,91.3,0.0043,spring,2231,on,12.12,87.8,6.47,13.9,6.2,70.0,31.39,62.6,3.32,78.6,1
2020-05-10 20:00:00,on,on,on,23.0,heat,off,off,18.8,65.6,13.9,spring,2292,on,24.8,116.1,9.62,22.4,10.76,222.9,22.67,152.9,2.12,112.2,1
2020-05-11 08:00:00,off,off,off,24.0,heat,off,off,21.2,79.3,21.7,spring,2272,on,14.3,75.8,7.63,14.6,3.18,79.1,29.57,166.7,2.32,88.5,1
2020-05-11 12:00:00,off,on,off,24.0,cool,off,off,23.1,96.6,0.0008,spring,2226,on,11.94,71.7,8.22,18.9,5.74,81.8,31.2,31.2,5.89,195.6,1
2020-05-11 14:00:00,off,on,off,19.0,cool,off,off,24.0,61.7,93.2,spring,2282,on,21.51,163.7,6.53,16.8,2.43,70.9,15.07,177.8,3.59,89.6,1
