day,meantemp,anomaly
224,11.886243192122906,0
225,12.896841551802618,0
226,14.329514155519824,0
227,13.178647705662694,0
228,11.912478624009202,0
229,12.15286398443407,0
230,13.427834677500911,0
231,11.900100208439495,0
232,12.731351107870967,0
233,12.447120238458028,0
234,11.638867904444387,0
235,14.325629264645029,0
236,12.709150602807108,0
237,9.945996598953572,0
238,12.055893319984103,0
239,11.108374876295048,0
240,12.525769107924162,0
241,10.786470412339185,0
242,11.372419142689589,0
243,11.90284371484545,0
244,12.176875506920057,0
245,10.026676650949808,0
246,10.810938507626956,0
247,10.591599350983412,0
248,10.336982088402097,0
249,1.8753879729022422,1
250,11.250901625707295,0
251,9.516920917046852,0
252,11.630299545801753,0
253,12.771993770158485,0
254,11.622488706927385,0
255,9.013643074217928,0
256,9.994589268026608,0
257,11.694381643650466,0
258,9.671300335945217,0
259,10.777155141214035,0
260,11.065215879168816,0
261,9.32379040660368,0
262,10.154239390978649,0
263,6.938457103396626,0
264,9.124222468496972,0
265,9.867862865319376,0
266,8.847412378159518,0
267,11.705322562951094,0
268,8.62344337508744,0
269,9.597177313882751,0
270,10.154567854273617,0
271,11.454678462261555,0
272,8.570096443309858,0
273,11.164653511746465,0
274,10.010233061019587,0
275,9.019981108543554,0
276,10.468062068752566,0
277,10.212464868768908,0
278,9.423610399828728,0
279,10.107023885569754,0
280,9.668271156186313,0
281,10.186428604270708,0
282,10.757326234645415,0
283,11.706447832857886,0
284,8.91079461100441,0
285,2.2407317560517495,1
286,8.261676947517946,0
287,10.09893578314618,0
288,10.878899032224055,0
289,10.614327580802835,0
290,9.7562702817434,0
291,10.219348244106566,0
292,9.985822406234025,0
293,9.943648283227727,0
294,11.439625543397261,0
295,11.006853059110899,0
296,10.019528003486322,0
297,11.677404746815148,0
298,18.386838914324716,1
299,11.729624552671421,0
300,11.61994016289942,0
301,10.237549651222295,0
302,10.585258703270929,0
303,11.974266663128843,0
304,11.921490578183398,0
305,11.376954841900844,0
306,11.604482967465268,0
307,12.856656046560309,0
308,11.081764384292107,0
309,12.317258722233474,0
310,11.66724635278078,0
311,11.753457982383951,0
312,13.174008432476285,0
313,13.00710152430773,0
314,13.10397788805084,0
315,13.707027205708538,0
316,12.535896359921747,0
317,13.312419811451594,0
318,12.437970171972776,0
319,13.192334046182475,0
320,12.860080347570824,0
321,13.211363651559946,0
322,13.835720583989367,0
323,12.550552734358574,0
324,15.591346338998013,0
325,12.625064325151406,0
326,17.506829989510933,1
327,15.059090829499336,0
328,14.830337839270678,0
329,14.802266339844447,0
330,14.947698041952721,0
331,14.450004329547752,0
332,13.709545283522173,0
333,14.828759680203646,0
334,14.223512244586528,0
335,16.025031877581934,0
336,15.053567838899992,0
337,14.527271082769797,0
338,15.184910148675392,0
339,16.07409406310004,0
340,15.25359743944037,0
341,15.152507217033888,0
342,16.377019782077724,0
343,16.538056180658046,0
344,15.94700795420351,0
345,16.14483089604497,0
346,17.01084551937273,0
347,15.494597384905145,0
348,15.700015030257763,0
349,16.55469349385262,0
350,17.226161947712676,0
351,17.917750922722426,0
352,19.250146877386406,0
353,18.801060592342647,0
354,17.9526855155074,0
355,18.263393261184554,0
356,17.450177287459375,0
357,18.604951718135926,0
358,18.505974558526624,0
359,19.28887924245439,0
360,18.31076525764148,0
361,19.829435070197917,0
362,21.01512538416048,0
363,19.546078461846054,0
364,20.229105313045057,0
365,20.69014399171111,0
