timestamp,lights,fan,ac_status,ac_temperature,ac_mode,heater_switch,laundry_machine,temperature,humidity,distance,season,soil,pump,ac_energy,ac_status_duration,heater_energy,heater_switch_duration,lights_energy,lights_duration,laundry_energy,laundry_machine_duration,fan_energy,fan_duration,pump_duration
2020-04-23 12:00:00,off,on,on,21.0,heat,off,off,19.6,5.8,0.0038,spring,2216,on,9.29,48.2,8.05,20.1,8.45,105.1,18.78,152.7,5.7,219.0,0.1
2020-04-23 14:00:00,off,on,off,25.0,heat,on,off,21.9,11.2,24.3,spring,2233,on,25.79,120.4,9.74,27.6,2.06,118.0,10.63,121.9,2.08,107.0,0.1
2020-04-23 18:00:00,off,off,off,21.0,heat,on,off,22.0,70.7,0.0012,spring,2249,on,7.85,58.4,5.55,12.3,8.31,88.1,37.3,135.2,3.9,96.2,0.1
2020-04-23 20:00:00,on,off,on,22.0,heat,off,on,19.1,20.1,0.0063,spring,2219,on,15.03,147.2,8.92,14.9,11.73,185.9,16.6,103.3,2.34,100.8,0.1
2020-04-24 08:00:00,off,on,off,24.0,heat,on,off,22.0,53.8,79.6,spring,2216,on,10.88,87.9,7.55,19.4,7.28,81.1,18.78,59.2,3.58,106.8,0.1
2020-04-24 12:00:00,off,on,off,20.0,heat,off,off,22.7,12.9,10.2,spring,2204,on,14.77,63.6,9.96,22.5,9.73,105.2,17.6,96.7,4.63,181.1,0.1
2020-04-24 14:00:00,off,off,off,21.0,heat,off,off,20.6,39.1,73.3,spring,2219,on,24.51,179.5,7.15,18.7,2.17,96.0,35.71,139.8,3.4,106.3,0.1
2020-04-24 18:00:00,off,off,off,20.0,heat,off,off,22.0,98.7,0.0047,spring,2239,on,9.41,89.2,8.45,20.1,2.1,88.1,37.03,116.0,3.19,101.7,0.1
2020-04-24 20:00:00,on,on,on,18.0,heat,off,on,19.0,97.2,0.0009,spring,2231,on,29.28,140.5,7.14,17.7,18.9,182.5,39.32,147.0,3.32,74.1,0.1
2020-04-25 08:00:00,off,on,off,18.0,heat,off,off,21.6,42.0,85.5,spring,2237,on,10.0,79.9,9.87,23.0,3.76,118.0,17.15,38.0,2.42,67.4,0.1
2020-04-25 12:00:00,off,on,off,17.0,heat,off,off,20.5,40.8,0.005,spring,2280,on,7.97,77.1,9.93,24.6,4.28,89.5,25.31,103.0,4.52,193.2,0.1
2020-04-25 14:00:00,off,off,off,26.0,heat,off,off,22.4,45.7,42.5,spring,2300,on,16.89,97.6,8.18,14.5,5.09,100.2,35.95,40.6,3.54,84.1,0.1
2020-04-25 18:00:00,off,off,off,22.0,heat,off,off,21.4,79.2,0.0066,spring,2211,on,13.2,52.3,9.7,12.4,8.47,93.2,15.65,71.0,3.01,83.2,0.1
2020-04-25 20:00:00,on,on,on,20.0,heat,on,off,19.2,13.6,18.8,spring,2270,on,24.04,145.0,8.88,10.6,14.02,233.0,31.04,91.0,2.85,112.6,0.1
2020-04-26 08:00:00,off,off,on,16.0,heat,off,off,18.1,45.8,43.9,spring,2279,on,8.33,62.1,6.34,18.4,7.46,101.4,24.87,141.9,3.77,100.7,0.1
2020-04-26 12:00:00,off,off,on,23.0,heat,off,off,19.0,49.1,0.0072,spring,2217,on,8.17,46.1,5.22,21.5,4.78,76.0,28.52,54.6,6.63,208.2,0.1
2020-04-26 14:00:00,off,off,off,24.0,cool,off,off,24.4,48.8,53.5,spring,2275,on,29.89,100.4,5.11,10.0,3.98,51.6,11.91,100.2,2.46,95.3,0.1
2020-04-26 18:00:00,off,off,on,19.0,heat,on,off,19.2,33.9,0.0087,spring,2244,on,9.5,45.2,9.97,28.2,8.75,90.0,17.03,69.2,2.54,84.7,0.1
2020-04-26 20:00:00,on,on,off,17.0,heat,on,on,20.1,87.8,0.0009,spring,2271,on,17.15,99.2,9.44,10.6,17.85,288.3,26.93,85.7,3.98,81.8,0.1
2020-04-27 08:00:00,off,on,off,23.0,heat,on,off,21.9,38.2,73.3,spring,2219,on,7.85,80.8,5.75,22.7,7.72,73.8,12.27,77.9,2.08,112.2,0.1
2020-04-27 12:00:00,off,off,off,20.0,heat,on,off,22.9,86.2,0.0072,spring,2286,on,8.63,83.1,7.6,21.9,5.32,54.8,37.46,107.8,4.64,213.1,0.1
2020-04-27 14:00:00,off,off,off,26.0,cool,on,off,24.4,54.3,60.5,spring,2230,on,23.86,92.1,7.25,27.3,7.09,61.8,13.09,131.2,3.72,97.7,0.1
2020-04-27 18:00:00,off,on,off,20.0,heat,on,off,22.9,48.4,0.0011,spring,2275,on,9.89,70.1,8.91,29.6,8.33,94.5,30.85,111.7,2.27,94.8,0.1
2020-04-27 20:00:00,on,on,off,18.0,heat,on,on,22.7,68.1,0.0043,spring,2231,on,26.22,104.7,6.43,18.6,11.58,259.5,24.93,60.4,2.12,68.4,0.1
2020-04-28 08:00:00,off,off,off,18.0,heat,on,off,20.8,62.3,50.5,spring,2209,on,11.65,75.9,7.65,23.0,9.55,109.4,18.08,93.7,2.64,74.4,0.1
2020-04-28 12:00:00,off,off,off,21.0,heat,off,off,22.6,55.8,0.0079,spring,2203,on,12.88,55.4,8.26,15.6,5.83,116.8,17.53,61.1,5.71,191.9,0.1
2020-04-28 14:00:00,off,on,off,22.0,heat,on,off,20.6,83.3,85.1,spring,2247,on,26.87,138.1,5.38,22.7,7.66,37.7,22.6,141.7,3.57,60.8,0.1
2020-04-28 18:00:00,off,on,off,22.0,cool,on,off,23.4,16.2,6.5,spring,2285,on,7.92,52.9,5.25,10.2,8.39,61.2,30.43,136.7,3.75,94.1,0.1
2020-04-28 20:00:00,on,off,off,23.0,heat,off,on,20.1,19.8,0.0041,spring,2275,on,23.58,95.0,8.44,27.9,12.27,258.6,30.01,139.4,2.89,101.1,0.1
2020-04-29 08:00:00,off,off,off,25.0,heat,on,off,21.7,16.4,74.5,spring,2248,on,14.15,64.2,7.13,16.5,4.28,90.7,17.1,107.4,2.21,80.7,0.1
2020-04-29 12:00:00,off,on,off,19.0,heat,off,off,21.3,94.9,0.0006,spring,2290,on,7.82,87.0,5.52,15.1,3.73,84.8,24.73,67.8,5.79,193.0,0.1
2020-04-29 14:00:00,off,on,off,26.0,heat,off,off,22.7,68.3,46.9,spring,2262,on,28.19,158.3,7.41,24.9,7.64,31.4,15.38,77.6,3.67,93.2,0.1
2020-04-29 18:00:00,off,on,off,28.0,cool,on,off,24.6,99.3,0.0038,spring,2282,on,12.66,60.7,7.37,12.5,9.08,76.3,18.34,172.1,3.12,81.5,0.1
2020-04-29 20:00:00,on,on,off,17.0,heat,off,off,20.5,73.4,13.1,spring,2277,on,21.48,138.2,8.19,16.0,13.52,227.7,16.21,150.3,2.38,119.6,0.1
2020-04-30 08:00:00,off,on,off,29.0,cool,on,off,23.8,34.5,22.8,spring,2254,on,8.43,79.3,5.66,12.2,8.73,110.0,29.36,149.7,2.43,119.2,0.1
2020-04-30 12:00:00,off,off,off,26.0,cool,on,off,24.3,23.4,0.0065,spring,2207,on,11.54,62.7,6.2,29.0,4.82,90.2,24.15,58.7,5.75,190.6,0.1
2020-04-30 14:00:00,off,on,off,27.0,cool,off,off,24.7,92.6,75.2,spring,2274,on,21.56,175.7,7.77,19.3,6.97,95.8,12.22,43.1,3.96,79.6,0.1
2020-04-30 18:00:00,off,on,off,26.0,cool,off,off,23.7,36.5,0.0003,spring,2295,on,11.74,74.7,7.42,28.1,5.09,35.2,24.85,40.7,3.72,76.2,0.1
2020-04-30 20:00:00,on,off,on,17.0,heat,off,on,18.6,30.9,0.009,spring,2229,on,28.92,126.7,8.78,15.3,10.43,274.4,27.32,39.3,3.56,117.9,0.1
2020-05-01 08:00:00,off,off,on,17.0,heat,off,off,19.8,25.8,32.9,spring,2200,on,12.5,70.4,6.45,25.2,4.26,68.1,18.62,106.6,3.73,74.7,0.1
2020-05-01 12:00:00,off,on,off,18.0,heat,on,off,20.3,23.9,0.0021,spring,2297,on,11.39,71.3,9.21,23.6,7.49,96.3,29.1,65.8,6.25,232.8,0.1
2020-05-01 14:00:00,off,on,on,19.0,heat,on,off,18.0,51.8,62.5,spring,2290,on,29.13,129.2,7.53,28.7,2.42,104.3,23.16,44.6,2.54,88.4,0.1
2020-05-01 18:00:00,off,off,off,28.0,cool,off,off,24.1,96.6,0.0084,spring,2223,on,12.58,50.3,9.64,25.4,3.57,73.0,26.57,117.6,3.19,63.5,0.1
2020-05-01 20:00:00,on,off,off,19.0,heat,off,on,21.7,42.0,0.01,spring,2207,on,20.11,147.1,6.75,12.2,12.66,298.9,29.64,82.6,2.17,68.1,0.1
2020-05-02 08:00:00,off,off,off,28.0,cool,on,off,24.5,78.0,95.5,spring,2215,on,12.32,85.5,5.51,11.5,8.93,64.0,32.27,108.7,2.53,91.3,0.1
2020-05-02 12:00:00,off,on,off,28.0,cool,off,off,23.6,67.4,0.0047,spring,2246,on,8.89,57.7,9.34,15.8,5.83,68.6,14.4,146.8,6.11,228.2,0.1
2020-05-02 14:00:00,off,off,on,22.0,heat,on,off,19.5,92.1,33.1,spring,2258,on,18.05,142.3,6.93,19.9,2.33,110.5,23.78,35.1,2.38,68.6,0.1
2020-05-02 18:00:00,off,off,off,21.0,heat,on,off,21.8,40.5,0.0009,spring,2231,on,8.58,74.8,5.63,14.2,3.03,47.6,13.9,130.2,3.33,102.7,0.1
2020-05-02 20:00:00,on,on,off,18.0,heat,on,on,20.9,71.0,0.0036,spring,2268,on,23.46,150.7,6.99,19.9,13.86,279.9,33.28,140.8,3.07,94.2,0.1
2020-05-03 08:00:00,off,on,off,18.0,heat,off,off,21.2,64.7,58.9,spring,2214,on,13.22,60.7,6.61,12.9,6.51,108.0,23.04,165.9,2.16,67.6,0.1
2020-05-03 12:00:00,off,on,off,18.0,heat,on,off,21.2,27.8,0.0035,spring,2255,on,9.29,58.0,7.89,18.3,7.14,50.6,12.26,152.6,4.56,205.9,0.1
2020-05-03 14:00:00,off,off,on,19.0,heat,off,off,19.7,79.1,59.9,spring,2282,on,22.39,171.4,5.4,20.4,6.38,96.2,23.53,65.1,3.41,103.2,0.1
2020-05-03 18:00:00,off,on,off,20.0,cool,off,off,23.1,73.6,0.0026,spring,2212,on,10.82,73.1,10.0,13.2,8.6,94.2,35.09,133.2,3.76,75.5,0.1
2020-05-03 20:00:00,on,on,on,23.0,heat,off,on,19.4,60.9,0.0049,spring,2289,on,28.6,134.0,8.74,14.7,17.0,267.5,32.7,125.8,3.21,98.9,0.1
2020-05-04 08:00:00,off,off,off,22.0,cool,off,off,24.2,35.6,56.1,spring,2278,on,7.8,79.9,5.64,29.8,6.59,109.3,12.09,92.5,2.09,62.3,0.1
2020-05-04 12:00:00,off,off,off,22.0,heat,on,off,20.2,73.4,0.0071,spring,2215,on,8.43,80.0,5.38,28.7,8.37,31.2,27.81,30.4,4.75,198.5,0.1
2020-05-04 14:00:00,off,off,off,27.0,heat,on,off,22.7,74.4,96.6,spring,2276,on,20.73,98.1,7.49,24.6,2.74,80.7,36.03,36.5,3.87,109.1,0.1
2020-05-04 18:00:00,off,off,off,22.0,cool,off,off,24.3,19.9,0.0051,spring,2209,on,13.7,72.3,5.01,17.7,9.08,35.9,24.37,76.5,3.74,98.1,0.1
2020-05-04 20:00:00,on,on,off,18.0,heat,off,on,20.1,98.7,0.0069,spring,2288,on,28.61,141.6,7.84,19.0,16.66,288.4,29.76,55.9,2.32,107.2,0.1
2020-05-05 08:00:00,off,on,off,17.0,heat,on,off,21.7,21.2,59.3,spring,2284,on,10.17,52.7,7.25,26.0,5.1,92.5,10.22,159.4,3.59,101.6,0.1
2020-05-05 12:00:00,off,on,on,22.0,heat,off,off,18.6,75.1,0.0028,spring,2233,on,11.21,75.6,7.6,26.0,3.58,50.8,22.87,131.6,6.4,192.0,0.1
2020-05-05 14:00:00,off,off,off,23.0,heat,on,off,22.0,65.6,46.1,spring,2280,on,23.96,98.9,6.48,24.5,8.15,82.6,20.21,152.0,3.35,98.8,0.1
2020-05-05 18:00:00,off,on,on,17.0,heat,off,off,18.5,16.6,10.2,spring,2285,on,13.8,80.4,8.78,17.1,2.86,113.4,38.63,129.1,3.67,83.2,0.1
2020-05-05 20:00:00,on,off,on,19.0,heat,on,on,19.9,54.4,0.0002,spring,2238,on,29.12,135.0,7.9,19.9,10.85,265.0,26.62,59.3,2.78,73.2,0.1
2020-05-06 08:00:00,off,off,on,19.0,heat,off,off,19.9,38.6,93.2,spring,2201,on,7.76,72.6,5.9,12.0,8.61,108.7,20.77,131.0,2.53,74.6,0.1
2020-05-06 12:00:00,off,off,on,21.0,heat,off,off,19.8,37.4,0.0068,spring,2201,on,14.03,69.5,9.26,19.9,9.36,35.1,34.51,75.5,5.2,195.5,0.1
2020-05-06 14:00:00,off,off,off,24.0,heat,off,off,21.5,77.2,51.4,spring,2224,on,25.12,167.0,7.36,25.0,9.68,60.2,23.25,98.4,3.22,67.7,0.1
2020-05-06 18:00:00,off,off,off,25.0,heat,off,off,21.0,72.9,0.0035,spring,2290,on,11.23,79.4,9.47,27.6,4.6,39.9,32.19,92.6,3.28,83.1,0.1
2020-05-06 20:00:00,on,on,off,21.0,cool,on,on,24.5,10.6,0.0067,spring,2243,on,18.78,125.5,6.89,21.8,15.27,296.8,31.87,133.1,2.62,99.9,0.1
2020-05-07 08:00:00,off,on,off,23.0,heat,off,off,20.8,2.6,58.3,spring,2265,on,14.8,57.2,5.6,18.6,2.83,61.2,18.93,167.7,3.35,71.9,0.1
2020-05-07 12:00:00,off,off,off,21.0,cool,on,off,24.8,68.3,0.0094,spring,2218,on,9.55,58.7,6.54,29.6,9.81,69.8,10.02,37.7,4.36,208.9,0.1
2020-05-07 14:00:00,off,off,off,22.0,cool,off,off,24.5,75.9,62.5,spring,2288,on,21.34,115.0,6.86,27.3,5.48,89.0,18.76,66.4,3.61,65.8,0.1
2020-05-07 18:00:00,off,off,off,22.0,heat,on,off,22.0,15.5,0.0073,spring,2237,on,13.09,86.9,9.82,27.7,7.45,104.7,10.9,127.6,2.13,100.8,0.1
2020-05-07 20:00:00,on,on,off,28.0,cool,off,on,24.9,64.7,0.0045,spring,2224,on,19.49,170.8,7.46,26.4,13.08,234.3,21.27,110.6,3.98,97.3,0.1
2020-05-08 08:00:00,off,off,on,17.0,heat,on,off,18.7,50.5,85.2,spring,2290,on,12.18,60.0,8.07,23.1,6.6,60.3,35.64,127.3,3.02,119.7,0.1
2020-05-08 12:00:00,off,on,on,22.0,heat,off,off,19.6,87.1,0.0084,spring,2203,on,9.29,81.6,6.43,23.7,7.9,58.0,15.45,122.9,4.88,208.1,0.1
2020-05-08 14:00:00,off,off,on,20.0,heat,on,off,18.4,76.2,39.8,spring,2259,on,22.4,105.0,8.49,29.6,6.59,64.1,36.21,87.3,2.5,101.2,0.1
2020-05-08 18:00:00,off,on,off,19.0,heat,on,off,22.3,77.5,0.0095,spring,2277,on,12.11,86.3,5.5,17.2,9.04,80.2,24.41,152.9,3.72,63.5,0.1
2020-05-08 20:00:00,on,on,on,23.0,heat,on,on,19.0,78.3,0.0025,spring,2267,on,20.0,107.2,6.49,10.4,11.7,244.4,28.83,150.9,3.95,79.6,0.1
2020-05-09 08:00:00,off,off,on,18.0,heat,off,off,18.5,75.0,30.9,spring,2271,on,11.71,89.9,8.9,21.8,4.09,108.1,13.99,123.4,3.87,81.4,0.1
2020-05-09 12:00:00,off,on,off,25.0,cool,on,off,24.0,51.3,6.0,spring,2270,on,13.92,46.5,6.19,10.2,5.75,112.6,21.44,38.2,5.8,214.6,0.1
2020-05-09 14:00:00,off,on,off,20.0,heat,on,off,21.4,75.6,59.1,spring,2285,on,17.9,173.6,8.98,29.8,3.17,37.7,30.13,109.4,3.29,118.6,0.1
2020-05-09 18:00:00,off,on,on,18.0,heat,on,off,18.2,92.4,0.0088,spring,2240,on,7.56,64.9,5.27,20.1,9.09,51.7,21.96,69.9,2.57,66.7,0.1
2020-05-09 20:00:00,on,off,off,24.0,heat,off,on,22.4,13.2,0.0072,spring,2264,on,20.87,148.9,8.61,16.3,17.03,280.8,36.98,143.7,3.78,96.1,0.1
2020-05-10 08:00:00,off,on,off,20.0,heat,off,off,22.0,13.7,67.2,spring,2299,on,10.93,82.9,8.16,29.9,3.36,40.1,31.53,53.6,2.19,77.4,0.1
2020-05-10 12:00:00,off,off,off,23.0,cool,off,off,23.1,90.4,1.1,spring,2232,on,10.88,67.3,6.6,19.1,4.73,57.8,38.71,175.0,4.32,215.1,0.1
2020-05-10 14:00:00,off,off,on,20.0,heat,off,off,19.2,72.3,77.3,spring,2276,on,18.0,157.9,8.14,17.6,9.78,115.7,25.69,106.2,2.29,79.1,0.1
2020-05-10 18:00:00,off,on,off,24.0,cool,off,off,23.5,19.1,0.0034,spring,2289,on,10.74,45.1,7.92,29.2,3.09,62.9,28.7,178.3,2.11,100.3,0.1
2020-05-10 20:00:00,on,on,on,22.0,heat,on,on,19.0,79.0,0.0018,spring,2201,on,24.74,92.8,6.37,27.2,15.59,180.3,20.8,99.2,2.74,88.9,0.1
